Device,Prog/Data BPs,Data BP Access,ANDed BPs,Sequenced BPs,Range BPs,Table R/W BPs,Pass Count,Break - Clk Sw,Break - Sleep,Break - Stack,Break - WDT,Stopwatch,Runtime Reads,Stack Snapshot,Runtime BPs,SW BPs,Trace,Analyzer
PIC32MX420F032H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX430F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX430F064L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX440F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX440F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX440F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX440F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX450F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX450F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX450F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX450F256HB,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX450F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX460F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX460F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX470F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX470F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX470F512LB,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX530F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX530F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX534F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX534F064L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX550F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX550F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX564F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX564F064L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX564F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX564F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX570F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX570F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX575F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX575F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX575F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX575F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX664F064H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX664F064L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX664F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX664F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX675F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX675F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX675F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX675F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX695F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX695F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX764F128H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX764F128L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX775F256H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX775F256L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX775F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX775F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX795F512H,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MX795F512L,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFE064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFE100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFE124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFE144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFF064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFF100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFF124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFF144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFK064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFK100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFK124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ0512EFK144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECG064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECG100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECG124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECG144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECH064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECH100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECH124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECH144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECM100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECM124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024ECM144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFE064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFE100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFE124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFE144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFF064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFF100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFF124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFF144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFG064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFG100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFG124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFG144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFH064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFH100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFH124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFH144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFK064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFK100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFK124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFK144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFM100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFM124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1024EFM144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAA169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAA176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAA288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAB169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAB176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAB288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAG169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAG176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAH169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1025DAH176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAA169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAA176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAA288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAB169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAB176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAB288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAG169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAG176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAH169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ1064DAH176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAA169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAA176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAA288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAB169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAB176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAB288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAG169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAG176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAH169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2025DAH176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECG064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECG100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECG124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECG144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECH064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECH100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECH124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECH144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECM100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECM124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048ECM144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFG064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFG100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFG124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFG144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFH064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFH100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFH124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFH144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFM064,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFM100,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFM124,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2048EFM144,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAA169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAA176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAA288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAB169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAB176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAB288,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAG169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAG176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAH169,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32MZ2064DAH176,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32WK2057GPB132,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC32WK2057GPD132,1000 Total,R/W/Either,1000,1000/1000,N/A,No,Yes,No,No,No,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
dsPIC30F1010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
dsPIC30F2010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
dsPIC30F2011,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
dsPIC30F2012,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
dsPIC30F2020,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
