Device,ADC,Bootswap,CCP,CLC,COG,Comp,CVREF,CoreTimer,CRC,CWG,DeepSleep,DMA,DSM,EEFlash,FVR,GPIO,HLT,IC,INT,IOC,OC,Osc,Ports,PPS,PWM,PullUp,RTSP,SMT,Timer,UART,VREF,WDT
PIC24FV08KM102,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2,,,COMP1,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1,UART1,VREF,WDT
PIC24FV08KM202,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5,,,COMP1;COMP2;COMP3,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1,UART1;UART2,VREF,WDT
PIC24FV08KM204,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5,,,COMP1;COMP2;COMP3,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,RTSP,,TMR1,UART1;UART2,VREF,WDT
PIC24FV16KA301,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FV16KA302,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FV16KA304,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB;PORTC,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FV16KM102,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2,,,COMP1,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1,UART1,VREF,WDT
PIC24FV16KM104,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2,,,COMP1,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,RTSP,,TMR1,UART1,VREF,WDT
PIC24FV16KM202,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5,,,COMP1;COMP2;COMP3,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1,UART1;UART2,VREF,WDT
PIC24FV16KM204,ADC1,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5,,,COMP1;COMP2;COMP3,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,RTSP,,TMR1,UART1;UART2,VREF,WDT
PIC24FV32KA301,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FV32KA302,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24FV32KA304,ADC1,,,,,COMP1;COMP2;COMP3,,,CRC,,,,,,,,,IC1;IC2;IC3,INT,IOC,OC1;OC2;OC3,OSC,PORTA;PORTB;PORTC,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24HJ128GP202,ADC1,,,,,COMP,,,CRC,,,DMA,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24HJ128GP204,ADC1,,,,,COMP,,,CRC,,,DMA,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
PIC24HJ128GP206,ADC1,,,,,,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2,,WDT
PIC24HJ128GP206A,ADC1,,,,,,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2,,WDT
PIC24HJ128GP210,ADC1,,,,,,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2,,WDT
PIC24HJ128GP210A,ADC1,,,,,,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2,,WDT
